x_Mn,x_Ni,x_Ga,VEC,predicted_ordering,confidence,prob_AFM,prob_FM,prob_FiM,prob_NM
0.06,0.0,0.94,3.2399999999999998,NM,0.7798924875812159,0.00839177766664794,0.2074551167525634,0.004260617999572686,0.7798924875812159
0.06,0.02,0.92,3.3800000000000003,NM,0.766676667230497,0.007692906024235653,0.21989261806385266,0.005737808681414712,0.766676667230497
0.06,0.04,0.9,3.5200000000000005,FM,0.9232599803823793,0.03475948183425395,0.9232599803823793,0.022657389168226114,0.019323148615140347
0.06,0.06,0.88,3.66,FM,0.912877935049428,0.03584162562521565,0.912877935049428,0.026318735845179457,0.024961703480176893
0.06,0.08,0.86,3.8,FM,0.8432062899823248,0.10249750283293803,0.8432062899823248,0.03942726498374871,0.014868942200988377
0.06,0.1,0.84,3.94,FM,0.8441309445176304,0.11075614843585514,0.8441309445176304,0.03439304454859553,0.01071986249791893
0.06,0.12,0.82,4.08,FM,0.8436245593259448,0.11038778724522635,0.8436245593259448,0.035127827420470714,0.010859826008358173
0.06,0.14,0.8,4.220000000000001,FM,0.9516665846705582,0.0288186172454976,0.9516665846705582,0.01640915446214992,0.0031056436217941443
0.06,0.16,0.78,4.359999999999999,FM,0.9397612129895718,0.038395919176488394,0.9397612129895718,0.019438848608699877,0.0024040192252399117
0.06,0.18,0.76,4.5,FM,0.9436096537675512,0.03513066125676684,0.9436096537675512,0.019089664113874975,0.002170020861806963
0.06,0.2,0.74,4.64,FM,0.9697328892667598,0.015262827282655395,0.9697328892667598,0.01394953414302236,0.0010547493075624512
0.06,0.22,0.72,4.78,FM,0.9702764891860302,0.01465253531723857,0.9702764891860302,0.014026932038665119,0.0010440434580660022
0.06,0.24,0.7,4.92,FM,0.980307707093009,0.00992664278972573,0.980307707093009,0.009626973618283638,0.00013867649898161746
0.06,0.26,0.68,5.0600000000000005,FM,0.9823748733921953,0.009303089202065082,0.9823748733921953,0.008194571694725442,0.0001274657110140182
0.06,0.28,0.66,5.2,FM,0.9773124978631127,0.012740869030318581,0.9773124978631127,0.00938065262970353,0.0005659804768651835
0.06,0.3,0.64,5.34,FM,0.9775391572534369,0.012004739423321881,0.9775391572534369,0.009875485660672876,0.0005806176625683785
0.06,0.32,0.62,5.48,FM,0.9778809338406503,0.013147032231525399,0.9778809338406503,0.008526343975919504,0.0004456899519046629
0.06,0.34,0.6,5.62,FM,0.9659992983100228,0.020202181184789707,0.9659992983100228,0.013113590124836729,0.0006849303803509523
0.06,0.36,0.58,5.76,FM,0.9676514882201388,0.019453838605002136,0.9676514882201388,0.012216265467425295,0.0006784077074335604
0.06,0.38,0.56,5.9,FM,0.9656801870378231,0.020088128668692976,0.9656801870378231,0.013420262036528184,0.0008114222569557119
0.06,0.4,0.54,6.04,FM,0.9789412785458259,0.012041933771021404,0.9789412785458259,0.008572860816056654,0.00044392686709614524
0.06,0.42,0.52,6.18,FM,0.9681287265660921,0.01691650093318659,0.9681287265660921,0.012018274423847003,0.002936498076874176
0.06,0.44,0.5,6.32,FM,0.9664131909963158,0.01806999418054493,0.9664131909963158,0.012559303924509858,0.002957510898629237
0.06,0.46,0.48,6.460000000000001,FM,0.9678828298437527,0.01677823032823571,0.9678828298437527,0.012387450545262853,0.0029514892827486386
0.06,0.48,0.46,6.6,FM,0.9614373148953151,0.017522134025272387,0.9614373148953151,0.014106317132123286,0.006934233947289136
0.06,0.5,0.44,6.74,FM,0.9690183798908842,0.0163541025755677,0.9690183798908842,0.012797552922404217,0.001829964611143894
0.06,0.52,0.42,6.88,FM,0.956894484463251,0.02498719736705293,0.956894484463251,0.015662860210487562,0.0024554579592084972
0.06,0.54,0.4,7.0200000000000005,FM,0.9628548949923269,0.020218602931559724,0.9628548949923269,0.016005379758798996,0.0009211223173142189
0.06,0.56,0.38,7.16,FM,0.9632320119859745,0.01975468575057744,0.9632320119859745,0.016655658930486823,0.00035764333296139044
0.06,0.58,0.36,7.3,FM,0.8768260396508686,0.025856752659872022,0.8768260396508686,0.09655752179173545,0.0007596858975239597
0.06,0.6,0.34,7.4399999999999995,FiM,0.6228177464336738,0.0076919316062316525,0.36898307314415174,0.6228177464336738,0.0005072488159427536
0.06,0.62,0.32,7.58,FiM,0.768135281010121,0.005140361587835251,0.22639544739801978,0.768135281010121,0.00032891000402393426
0.06,0.64,0.3,7.720000000000001,FM,0.8563438326343327,0.01658892736638368,0.8563438326343327,0.12643023171234283,0.0006370082869410049
0.06,0.66,0.28,7.86,FM,0.9697144452269157,0.0164942117248241,0.9697144452269157,0.013426321871046826,0.00036502117721333834
0.06,0.68,0.26,8.0,FM,0.9620901334696048,0.02100342398200306,0.9620901334696048,0.016753463455836663,0.00015297909255550064
0.06,0.7,0.24,8.14,FM,0.9758884844154961,0.014507570011917286,0.9758884844154961,0.009468764601948032,0.00013518097063850026
0.06,0.72,0.22,8.28,FM,0.9838566093561496,0.009142335207417304,0.9838566093561496,0.006923891026157608,7.716441027544457e-05
0.06,0.74,0.2,8.42,FM,0.9913233212069618,0.00453231326462284,0.9913233212069618,0.004109655828681958,3.470969973352255e-05
0.06,0.76,0.18,8.559999999999999,FM,0.9956977850588197,0.0024209222291266077,0.9956977850588197,0.0018638277814501199,1.7464930603687773e-05
